storepoint_id,sub_table_id,store_id,store_name
DC8AE4C0AB05445CAB896E42066B36A2,10,0AAE90494FF64956AC5E003E3C3F68DA,1B-08
DC8AE4C0AB05445CAB896E42066B36A2,10,F605BA5EAABA4D1C96AFD25E35AA27C5,1B-09
DC8AE4C0AB05445CAB896E42066B36A2,10,08680BC09E7340AA9B0CDAC2F0705BB1,1B-10
DC8AE4C0AB05445CAB896E42066B36A2,10,2818D18119C64DB588AF6F9D843651CB,1B-11
DC8AE4C0AB05445CAB896E42066B36A2,10,AB7A8DADD2A646CEB4809530DD0FD73F,1B-12
DC8AE4C0AB05445CAB896E42066B36A2,10,CB1827A7F35942BAA30133342F80DDBD,1B-13
DC8AE4C0AB05445CAB896E42066B36A2,10,9E1D2219FDB84DA1AE5D5957B49F2A7E,1B-14
DC8AE4C0AB05445CAB896E42066B36A2,10,B081CA1BC5214763AFBAE3C71948A80B,1B-15
DC8AE4C0AB05445CAB896E42066B36A2,10,93C341747D044F5D9D2C0B27228514F7,1B-16
DC8AE4C0AB05445CAB896E42066B36A2,10,D9A44788C7CF4B5FBF89B85898F01598,1B-17
DC8AE4C0AB05445CAB896E42066B36A2,10,0914B0F9EC1146F8B5A9B5B75328FB46,1B-18
DC8AE4C0AB05445CAB896E42066B36A2,10,28D4E0BC33AD46A8AF15C5D12DDF0F64,1B-19
DC8AE4C0AB05445CAB896E42066B36A2,10,970EAAD9C77E476A818B478048C5C693,1B-20
DC8AE4C0AB05445CAB896E42066B36A2,10,6F5D327898EE42579A4EC92C9F9AF824,1B-21
DC8AE4C0AB05445CAB896E42066B36A2,10,AC062111D40740BEA8E1C6D8B7737EC2,1B-22
DC8AE4C0AB05445CAB896E42066B36A2,10,18F616ACAD51442C9032F3DB1C730AC7,1B-23
DC8AE4C0AB05445CAB896E42066B36A2,10,F42CC0A479A94450BE968DC2D334B3CC,1B-24
DC8AE4C0AB05445CAB896E42066B36A2,10,B222DDF9CC0043C7A07DEB8A88DDB6AC,1B-25
DC8AE4C0AB05445CAB896E42066B36A2,10,BA315D4C89054FC8B1755A5E2101B327,1C-01
DC8AE4C0AB05445CAB896E42066B36A2,10,A1EC5D4A2DE347F19CEA1797E40962A0,1C-02
DC8AE4C0AB05445CAB896E42066B36A2,10,C761D86C5C274336831F29357FA0EF39,1C-03
DC8AE4C0AB05445CAB896E42066B36A2,10,7853DDE543644E8691BC029C1A52C4E6,1C-04
DC8AE4C0AB05445CAB896E42066B36A2,10,A83B2F4A166F4739941BD45741614283,1C-05
DC8AE4C0AB05445CAB896E42066B36A2,10,60E5E5FB952C485E8B78570D56983D4E,1C-06
DC8AE4C0AB05445CAB896E42066B36A2,10,DBD96ADF7CAF42CBAF02DA733D7805DC,1C-07
DC8AE4C0AB05445CAB896E42066B36A2,10,8DABA941D7FD43F896785C765C9E3FE4,1C-08
DC8AE4C0AB05445CAB896E42066B36A2,10,5BAD48E87B1342ADB1B968DE78BEEC28,1C-09
DC8AE4C0AB05445CAB896E42066B36A2,10,2BD0656DE22C49278047059FD6147BA0,1C-10
DC8AE4C0AB05445CAB896E42066B36A2,10,298153DFD88746AAA8777FDB275B9FE2,1C-11
DC8AE4C0AB05445CAB896E42066B36A2,10,A2AB341F72B94617BCE882A438F78795,1C-12
DC8AE4C0AB05445CAB896E42066B36A2,10,7534C8572E204F56961EC8C50525CA6C,1C-13
DC8AE4C0AB05445CAB896E42066B36A2,10,B5C04E8F08C74D7A81F73DC3E60E7437,1C-14
DC8AE4C0AB05445CAB896E42066B36A2,10,55CFA1D120A1421FA41EA1214EFD5FF3,1C-15
DC8AE4C0AB05445CAB896E42066B36A2,10,4057FCD0255441F286D711E92244A13C,1C-16
DC8AE4C0AB05445CAB896E42066B36A2,10,E02B1E224E79443685997179151DB86B,1C-17
DC8AE4C0AB05445CAB896E42066B36A2,10,BC9007DF53034448B0E803DA2F10B684,1C-18
DC8AE4C0AB05445CAB896E42066B36A2,10,36C1E6C1302A47D88BEA8C7B7AFEB94F,1C-19
DC8AE4C0AB05445CAB896E42066B36A2,10,CF417503EEDF4699820AFC3464435905,1C-20
DC8AE4C0AB05445CAB896E42066B36A2,10,1198CF80EA3840A1962F0DCC60FEB133,1C-21
DC8AE4C0AB05445CAB896E42066B36A2,10,82949C894CEE4D8AA47395EBE6D841B0,1C-22
DC8AE4C0AB05445CAB896E42066B36A2,10,E1E1B157CBE545BDAD9476FA8C5C01A7,1C-23
DC8AE4C0AB05445CAB896E42066B36A2,10,9F1E81E998CE42658BD02E6A3D02C535,1C-24
DC8AE4C0AB05445CAB896E42066B36A2,10,D93D62D99FA94423AD3449E0F30609A7,1C-25
DC8AE4C0AB05445CAB896E42066B36A2,10,2E5FA8C6E1624DA7AEF2CDB3F00FC266,1C-26
DC8AE4C0AB05445CAB896E42066B36A2,10,FADFCCD6AAA64881B02E86F694A76182,1C-27
DC8AE4C0AB05445CAB896E42066B36A2,10,193D075C32244CFC8BD328AEE9E77592,1C-28
DC8AE4C0AB05445CAB896E42066B36A2,10,E0C25525C5064F97906D8C603720F575,1C-29
DC8AE4C0AB05445CAB896E42066B36A2,10,51EB51C0C4F14E008589EA6E409853CB,1C-30
DC8AE4C0AB05445CAB896E42066B36A2,10,7BDD21B8020E4E3BB72FBA7124C8E4F0,1C-31
DC8AE4C0AB05445CAB896E42066B36A2,10,D415A8FEBDCE48D3BC1B6ED460C95C04,1C-32
DC8AE4C0AB05445CAB896E42066B36A2,10,82F285D39A1648329E3C160C5DF3D73E,1C-33
DC8AE4C0AB05445CAB896E42066B36A2,10,9603CC20FC0448BA8BB820DD40D170C7,1C-34
DC8AE4C0AB05445CAB896E42066B36A2,10,AAF535FE8F714A54B40F335A1BD4DE1E,1C-35
DC8AE4C0AB05445CAB896E42066B36A2,10,3CF8F9225FBB42D583AD8EB02B477D2D,1C-36
DC8AE4C0AB05445CAB896E42066B36A2,10,36C9D80B7EE84AC58BB000DD21535F3C,1C-37
DC8AE4C0AB05445CAB896E42066B36A2,10,4B8EE5D2DE3D460E9B07B970411AC649,1C-38
DC8AE4C0AB05445CAB896E42066B36A2,10,759FC8FABB1D41509EA1EE8B441A5A75,1C-39
DC8AE4C0AB05445CAB896E42066B36A2,10,72D32DB62C8B48C19B12A28366ACFA92,1C-40
DC8AE4C0AB05445CAB896E42066B36A2,10,232F0A0E4A404417902DB3918549FBF7,1C-41
DC8AE4C0AB05445CAB896E42066B36A2,10,0AFD215022784A7AB49A234F053FFEA0,1C-42
DC8AE4C0AB05445CAB896E42066B36A2,10,0AF6508117524217B4F612AD4D5C9701,1C-43
DC8AE4C0AB05445CAB896E42066B36A2,10,0A86C20173B8498B84BB2E21BBE8DC7E,1C-44
DC8AE4C0AB05445CAB896E42066B36A2,10,7E911622A80E418E8EED994A1E7F4812,1C-45
DC8AE4C0AB05445CAB896E42066B36A2,10,d5f8d197af6c453d9ddee2f12b17574f,1C-46
DC8AE4C0AB05445CAB896E42066B36A2,10,f48776fb71814881acb8858b0a7abaea,1C-47
DC8AE4C0AB05445CAB896E42066B36A2,10,0f177950e63144b69e0706aa5502fc46,1C-48
DC8AE4C0AB05445CAB896E42066B36A2,10,a0621964367e4c8d839086aaee5c17f5,1C-49
DC8AE4C0AB05445CAB896E42066B36A2,10,286D3EE0E360494D85BA39F47419014E,2A_01
DC8AE4C0AB05445CAB896E42066B36A2,10,E40C526CF8614D90ACDC161198981888,2A_02
DC8AE4C0AB05445CAB896E42066B36A2,10,1536473E51594FDE942EA538FF7E064D,2A_03
DC8AE4C0AB05445CAB896E42066B36A2,10,9DCF4E2DCEA1489382C6383205879054,2A_04
DC8AE4C0AB05445CAB896E42066B36A2,10,04E233E885754ACDACB151BFAD782646,2A_05
DC8AE4C0AB05445CAB896E42066B36A2,10,C2E7A094415F4808BD477E6B504E3F61,2A_06
DC8AE4C0AB05445CAB896E42066B36A2,10,5789F5E0D927417587F9A61FD1EE3A00,2A_07
DC8AE4C0AB05445CAB896E42066B36A2,10,9BD1DEAEEBCE43A680AD0C272613E5E1,2A_08
DC8AE4C0AB05445CAB896E42066B36A2,10,C867FC1E1D6D45E08091B08D3B48457A,2A_09
DC8AE4C0AB05445CAB896E42066B36A2,10,F72B65400A83446788EA4EA7A5E99AEE,2A_10
DC8AE4C0AB05445CAB896E42066B36A2,10,B4F4E9CF571745C2B57D97C0BFFD7A0E,2A_11
DC8AE4C0AB05445CAB896E42066B36A2,10,40ECCEFF58764D2D90411424921445EE,2A_12
DC8AE4C0AB05445CAB896E42066B36A2,10,660F6BE022DB4042B89EEBC36850543D,2A_13
DC8AE4C0AB05445CAB896E42066B36A2,10,12D522E8AD3E478490629783326FA95D,2A_14
DC8AE4C0AB05445CAB896E42066B36A2,10,9D85D9CC5CC34AE89A0EA26E7AF1BFC7,2A_15
DC8AE4C0AB05445CAB896E42066B36A2,10,b4919ef5b87b412282651f9c240b9937,P1-01
DC8AE4C0AB05445CAB896E42066B36A2,10,078ee040eafe416f82caf3ac16e45344,P1-02
DC8AE4C0AB05445CAB896E42066B36A2,10,f6d28900483c4b81b0d399b23534a61a,P1-03
DC8AE4C0AB05445CAB896E42066B36A2,10,f4dc2efa61a3433297d6badfd0bf5853,P1-04
DC8AE4C0AB05445CAB896E42066B36A2,10,ce9f4e7e712f40359feb84278d1e3efd,P1-05
DC8AE4C0AB05445CAB896E42066B36A2,10,2ce4d460691345b386535b6bacd26919,P1-06
DC8AE4C0AB05445CAB896E42066B36A2,10,9d6cd27f05cd48a38b81f87640d3eb16,P1-07
DC8AE4C0AB05445CAB896E42066B36A2,10,2250d1fdb8f6478b933079837d4e839c,P1-08
DC8AE4C0AB05445CAB896E42066B36A2,10,8d4b7f702c144b9e82ebf41429aebaee,P1-09
DC8AE4C0AB05445CAB896E42066B36A2,10,b5c080b57c5748a7afcad34218ccb547,P1-10
DC8AE4C0AB05445CAB896E42066B36A2,10,906430eabf4c44cba7f80556ee9ca2b5,P1-11
DC8AE4C0AB05445CAB896E42066B36A2,10,e03a59e6277443f89b75e5264e58d734,P1-12
DC8AE4C0AB05445CAB896E42066B36A2,10,f0ba0d73c96543ca8483be47a1edefac,P1-13
DC8AE4C0AB05445CAB896E42066B36A2,10,7ff770af658446ba97c05be5d23928b3,P1-14
DC8AE4C0AB05445CAB896E42066B36A2,10,2d2de1022d004e10846966db6fc09b2f,P1-15
DC8AE4C0AB05445CAB896E42066B36A2,10,1c7eab967e4e487a90243df0272accb8,P1-16
DC8AE4C0AB05445CAB896E42066B36A2,10,49510eb5b1384de18574201508f70795,P1-17
DC8AE4C0AB05445CAB896E42066B36A2,10,bd62cb76294e430cabe26f5df43ad68d,P1-18
DC8AE4C0AB05445CAB896E42066B36A2,10,faeac75b1d0543d294302d20491553dc,P1-19
DC8AE4C0AB05445CAB896E42066B36A2,10,33ca82f66b6b427e98b8741132515386,P1-20
DC8AE4C0AB05445CAB896E42066B36A2,10,179cb719c94a46519e37aaa2bbe64cd3,P1-21
DC8AE4C0AB05445CAB896E42066B36A2,10,e5cad49e67364c24953d29c6a925ecb9,P1-22
DC8AE4C0AB05445CAB896E42066B36A2,10,6c9780ae8b294c0e875338e1283d2dce,P1-23
DC8AE4C0AB05445CAB896E42066B36A2,10,940104018e204794a92f587a6d48d943,P1-24
DC8AE4C0AB05445CAB896E42066B36A2,10,f346647da71f4167b8cfbc184a382c01,P1-25
DC8AE4C0AB05445CAB896E42066B36A2,10,b307b4f21fb94e0797bed3ec2b5b6471,P1-26
DC8AE4C0AB05445CAB896E42066B36A2,10,8215628df0a84a4ea561f6bd1d529c5e,P1-27
DC8AE4C0AB05445CAB896E42066B36A2,10,8f7ff3ad27764a328c63ecb447847c59,P1-28
DC8AE4C0AB05445CAB896E42066B36A2,10,14bef3a4951e472dba7154db233785f8,P1-29
DC8AE4C0AB05445CAB896E42066B36A2,10,bc87a8f521ad4fd2b4a3ed97624c4da8,P1-30
DC8AE4C0AB05445CAB896E42066B36A2,10,e59cd75997b54f77943e170bca9072ff,P1-31
DC8AE4C0AB05445CAB896E42066B36A2,10,aeb6346bb9fd46ea86eb84f056c974cb,P1-32
DC8AE4C0AB05445CAB896E42066B36A2,10,d1904e7f6c06406093cd9c8d049f9340,P1-33
DC8AE4C0AB05445CAB896E42066B36A2,10,bc8d64c59cec454e9e6643de8bc2bac5,P1-34
DC8AE4C0AB05445CAB896E42066B36A2,10,94295f1467c64cf4a45df29e644365b0,P1-35
DC8AE4C0AB05445CAB896E42066B36A2,10,1c6305d21a4f4d3e85265f250e95a89e,P1-36
DC8AE4C0AB05445CAB896E42066B36A2,10,e6de391b32be4021abf662addbb8291c,P1-37
DC8AE4C0AB05445CAB896E42066B36A2,10,af9694763da34b57971801206a98a9b6,P1-38
DC8AE4C0AB05445CAB896E42066B36A2,10,a81a80bdf64c4c9dbc1cd54b5805ec1c,P2-01
DC8AE4C0AB05445CAB896E42066B36A2,10,b64ed76035b946d3a58cbddf59df582a,P2-02
DC8AE4C0AB05445CAB896E42066B36A2,10,7d9d1fd3361a43e29c163862828c6e91,P2-03
DC8AE4C0AB05445CAB896E42066B36A2,10,ae6dbd6a05674625b599d2a0fae7c397,P2-04
DC8AE4C0AB05445CAB896E42066B36A2,10,c2ab3ce6ef594122a5a10a9ad4c4e21c,P2-05
DC8AE4C0AB05445CAB896E42066B36A2,10,c0c0432ee7ae4b6eb458be3bde5986ab,P2-06
DC8AE4C0AB05445CAB896E42066B36A2,10,183c7d10f7b24c88b98cbe1f3f043ed2,P2-07
DC8AE4C0AB05445CAB896E42066B36A2,10,39b1ebdd649d4923bd2f8b6686128784,P2-08
DC8AE4C0AB05445CAB896E42066B36A2,10,50c16fcdf69542988f488463112cf380,P2-09
DC8AE4C0AB05445CAB896E42066B36A2,10,fc193a49ce6a4dc788e1a8fb64dcfad8,P2-10
DC8AE4C0AB05445CAB896E42066B36A2,10,ebf10f0015d84a71ab0bed179e3054f7,P2-11
DC8AE4C0AB05445CAB896E42066B36A2,10,55c0b5f0e8274eeb99245380cd65f091,P2-12
DC8AE4C0AB05445CAB896E42066B36A2,10,de60a15e17c1468eb83942e357765c03,P2-13
DC8AE4C0AB05445CAB896E42066B36A2,10,26d9a946ba1548588e2314a010b07e7b,P2-14
DC8AE4C0AB05445CAB896E42066B36A2,10,167fe0f06f0342d588e4ae71cb29bda6,P2-15
DC8AE4C0AB05445CAB896E42066B36A2,10,52ed3a67605f4cfe9dd4176de29ff0fc,P2-16
DC8AE4C0AB05445CAB896E42066B36A2,10,b21202d8f210468abb9b9adf3ef781a4,P2-17
DC8AE4C0AB05445CAB896E42066B36A2,10,04c15d9fa7b54da79be69bf1b5b6f0fa,P2-18
DC8AE4C0AB05445CAB896E42066B36A2,10,129389d115784833999c5acb16b5a31e,P2-19
DC8AE4C0AB05445CAB896E42066B36A2,10,8645b9eca7e64c41bf9843205712cb7f,P2-20
DC8AE4C0AB05445CAB896E42066B36A2,10,ebe09637059d4b3ea23e7fe6a7cd109d,P2-21
DC8AE4C0AB05445CAB896E42066B36A2,10,bd3689d1cb524822bbd34d634314a07d,P2-22
DC8AE4C0AB05445CAB896E42066B36A2,10,bf9d89e53c4941e29c1f81903aa449f6,P2-23
DC8AE4C0AB05445CAB896E42066B36A2,10,ecb8f31d3c5345b68dd4ca7179cfabd6,P2-24
DC8AE4C0AB05445CAB896E42066B36A2,10,24124cb8a40b4f448dc43e7500aa1be5,P2-25
DC8AE4C0AB05445CAB896E42066B36A2,10,f27c86a60cbb49e6bdae9dd150d025a8,P2-26
DC8AE4C0AB05445CAB896E42066B36A2,10,3e4f89b0619c4409b54ee7720dc07b0c,P2-27
DC8AE4C0AB05445CAB896E42066B36A2,10,f6a030edfd1e45c0bd449851207e4f09,P2-28
DC8AE4C0AB05445CAB896E42066B36A2,10,4db587fb3c9e45849c65fc395cd3d966,P2-29
DC8AE4C0AB05445CAB896E42066B36A2,10,236a6e0c16f94b71961c0208d83dab2c,P2-30
DC8AE4C0AB05445CAB896E42066B36A2,10,d87a0a5efb6345fd8cce2c14c211c18a,P3-01
DC8AE4C0AB05445CAB896E42066B36A2,10,ee157bb2b7c64e7fbbcf9d37bf314c2f,P3-02
DC8AE4C0AB05445CAB896E42066B36A2,10,91b4546b248d4d72957f55b44693930a,P3-03
DC8AE4C0AB05445CAB896E42066B36A2,10,4af227d14b06472cac88c7e03daad277,P3-04
DC8AE4C0AB05445CAB896E42066B36A2,10,d86fd26d365f4eb58661ef4adbd1a6f2,P3-05
DC8AE4C0AB05445CAB896E42066B36A2,10,bf1b2f35d8124480b1279aed1b78c47c,P3-06
DC8AE4C0AB05445CAB896E42066B36A2,10,2a10bcb77b4042c7a25294018b64ccf6,P3-07
DC8AE4C0AB05445CAB896E42066B36A2,10,7b594e088d644265a8e3793e35548080,P3-08
DC8AE4C0AB05445CAB896E42066B36A2,10,b10651281d844f7fa2aa5adf9995c563,P3-09
DC8AE4C0AB05445CAB896E42066B36A2,10,44158be40406430b88fdb05ff7f32f63,P3-10
DC8AE4C0AB05445CAB896E42066B36A2,10,3caf0385d7f940dfbb5a651a4d3d11aa,P3-11
DC8AE4C0AB05445CAB896E42066B36A2,10,0de2a2741cb9420ab61b873adb7207df,P3-12
DC8AE4C0AB05445CAB896E42066B36A2,10,bd8558ad43814603b85e008654d2fd66,P3-13
DC8AE4C0AB05445CAB896E42066B36A2,10,aacd6da562e44da39a98474fb544d969,P3-14
DC8AE4C0AB05445CAB896E42066B36A2,10,7b99c7c040004ccfa415d924b741876e,P3-15
DC8AE4C0AB05445CAB896E42066B36A2,10,91d0dd17075a4fe5afd12361587a8072,P3-16
DC8AE4C0AB05445CAB896E42066B36A2,10,325392128c064437a096a0681fff3b9f,P3-17
DC8AE4C0AB05445CAB896E42066B36A2,10,1a4d4e36caf843ffa77934fc4f3f668a,P3-18
DC8AE4C0AB05445CAB896E42066B36A2,10,6ed6e2b544a84bb4a5ee07e0126503fe,P3-19
DC8AE4C0AB05445CAB896E42066B36A2,10,4f6a53757e1d48cb922c851afd3ee32f,P3-20
DC8AE4C0AB05445CAB896E42066B36A2,10,c9946e024f0a4645abbd7338410e512d,P3-21
DC8AE4C0AB05445CAB896E42066B36A2,10,5cda079c86ea435ebca51c120270a8f0,P3-22
DC8AE4C0AB05445CAB896E42066B36A2,10,abe0d34475a247d7a90540403bab382c,P3-23
DC8AE4C0AB05445CAB896E42066B36A2,10,df470d48e31c4c1da966f8ff460d001c,P3-24
DC8AE4C0AB05445CAB896E42066B36A2,10,f7d5e418213c408dbe260ccf96d061be,P3-25
DC8AE4C0AB05445CAB896E42066B36A2,10,2a2918a3673c46088dd90abeb1ab2085,P3-26
DC8AE4C0AB05445CAB896E42066B36A2,10,5261cb93b64e483ab3ac5e72ff64316a,P3-27
DC8AE4C0AB05445CAB896E42066B36A2,10,4f2a5bc71c0a4d4db71826c5e09d0ee3,P3-28
DC8AE4C0AB05445CAB896E42066B36A2,10,fae0b426e4de483db4b75ea5a11790ed,P3-29
DC8AE4C0AB05445CAB896E42066B36A2,10,55d2370143b94e79a833aa0101ed694e,P3-30
DC8AE4C0AB05445CAB896E42066B36A2,10,07c678b5078247a190331a6f122dd800,P3-31
DC8AE4C0AB05445CAB896E42066B36A2,10,0dc7797c2fb84e5a976f1fde669cb817,P3-32
DC8AE4C0AB05445CAB896E42066B36A2,10,1a0f104df8e04b9498cb80fc0678ebfb,P3-33
DC8AE4C0AB05445CAB896E42066B36A2,10,eb697d555d0d48eebc652226989f36b8,P3-34
DC8AE4C0AB05445CAB896E42066B36A2,10,44bc886114f245d09ab24eba025d169c,P3-35
DC8AE4C0AB05445CAB896E42066B36A2,10,a54931c8143f47df8df67a3bd699b672,P3-36
DC8AE4C0AB05445CAB896E42066B36A2,10,8fe79f10f09d4f81b9e58859f3eb09d2,P3-37
DC8AE4C0AB05445CAB896E42066B36A2,10,41a921d0317b4e009f59bacbedfa82fe,P3-38
DC8AE4C0AB05445CAB896E42066B36A2,10,f213b68ab071494dab8b6b611d1a2388,P3-39
DC8AE4C0AB05445CAB896E42066B36A2,10,5bcebf4de0d14c2eb7149c1ab63b8665,P3-40
DC8AE4C0AB05445CAB896E42066B36A2,10,9918a26fbecb43309ca1bc32b1651714,P3-41
DC8AE4C0AB05445CAB896E42066B36A2,10,135253edcf9146e98528dc834955e92c,P3-42
DC8AE4C0AB05445CAB896E42066B36A2,10,71e940a2cf514489ac546c214a5e8736,P3-43
DC8AE4C0AB05445CAB896E42066B36A2,10,7b9fb11e06c14c9384e14a5297045c14,P3-44
DC8AE4C0AB05445CAB896E42066B36A2,10,0ece4a1538374d0ab41234ba17cc4f21,P3-45
DC8AE4C0AB05445CAB896E42066B36A2,10,5667568283bd40aaaddd9ec0b140a623,P3-46
DC8AE4C0AB05445CAB896E42066B36A2,10,a286345057b1479ea410fb9894870371,P3-47
DC8AE4C0AB05445CAB896E42066B36A2,10,01aab684eb7146ab97f75ff9d801345a,P3-48
DC8AE4C0AB05445CAB896E42066B36A2,10,fbfa69eef2fc42e1aba80ae78ef85bdc,P3-49
DC8AE4C0AB05445CAB896E42066B36A2,10,fa74e9da569d451190c7f1211281ff48,P3-50
DC8AE4C0AB05445CAB896E42066B36A2,10,95ebe46ddd5140388f21b17baa81e58a,P3-51
DC8AE4C0AB05445CAB896E42066B36A2,10,87d496407575461392a09c8032037506,P3-52
DC8AE4C0AB05445CAB896E42066B36A2,10,228913103aa4471c9e983eb2179f01c3,P3-53
DC8AE4C0AB05445CAB896E42066B36A2,10,04f4b9b8f9d44b63b0704a1ec546bd0f,P3-54
DC8AE4C0AB05445CAB896E42066B36A2,10,e6724686c41b4f02a89f687f31969567,P3-55
DC8AE4C0AB05445CAB896E42066B36A2,10,ff9c53691987489fa02f126ebaf28d8f,P3-56
DC8AE4C0AB05445CAB896E42066B36A2,10,09da079ba83a4c8b8769ab6107847def,P3-57
DC8AE4C0AB05445CAB896E42066B36A2,10,c97fddf3bcd04ab3a0630ff522edce56,P3-58
DC8AE4C0AB05445CAB896E42066B36A2,10,3c44963b5e354d97a0ff32b6fe131ea1,P3-59
DC8AE4C0AB05445CAB896E42066B36A2,10,bc53fc7d5b8f47519bb11492e3137a82,P3-60
DC8AE4C0AB05445CAB896E42066B36A2,10,31c11e3daa374498b0017bb8910c84a2,P3-61
DC8AE4C0AB05445CAB896E42066B36A2,10,25e6d3f89f8049cfacfc77d1db472a8a,P3-62
DC8AE4C0AB05445CAB896E42066B36A2,10,d463284969e8457fbccbaac249665d03,P3-63
DC8AE4C0AB05445CAB896E42066B36A2,10,65c92fa233984797b1923a4a58373074,P3-64
DC8AE4C0AB05445CAB896E42066B36A2,10,3d90c26fb5474a409defa80e02bcd63f,P3-65
DC8AE4C0AB05445CAB896E42066B36A2,10,b265e2d4ee7b4f41b93b742efce63065,P3-66
DC8AE4C0AB05445CAB896E42066B36A2,10,efe5a9f3f2c043fe98becc2f390d6b15,P3-67
DC8AE4C0AB05445CAB896E42066B36A2,10,8b7435cf10a3466eb76afa82ad09a884,P3-68
DC8AE4C0AB05445CAB896E42066B36A2,10,76ab4572004d47229463d4cb3ddca852,P3-69
DC8AE4C0AB05445CAB896E42066B36A2,10,4f9beb1e328741cba487090a45595c6e,P3-70
DC8AE4C0AB05445CAB896E42066B36A2,10,d37d525c34ae4d1f93baba7ecd289bd2,P3-71
DC8AE4C0AB05445CAB896E42066B36A2,10,c972addc236e455bbe68853836b8d4c4,P3-72
DC8AE4C0AB05445CAB896E42066B36A2,10,6d083e4022d84d749866c9887a8392f2,P3-73
